Time,T_int,T_ext,q
31800.0,29.200004022873074,15.8518756568785,0.0
32400.0,29.187057955404974,15.9751406930541,0.0
33000.0,29.168320997915828,16.1129274464449,0.0
33600.0,29.148220134655723,16.2848510512455,0.0
34200.0,29.128798725288327,16.4264710921182,0.0
34800.0,29.118827027297325,16.5157929249702,0.0
35400.0,29.1093823617378,16.7624609125438,0.0
36000.0,29.09410719065975,16.8354048404275,0.0
36600.0,29.075953106746624,17.0668605900493,0.0
37200.0,29.05759676807657,17.3293151474596,0.0
37800.0,29.04465070060847,17.5076716472212,0.0
38400.0,29.0317091592148,17.6350750846926,0.0
39000.0,29.06023389458095,17.6663327196793,0.0
39600.0,29.018757297437524,17.9324807600995,0.0
40200.0,28.986398436304228,18.0798346735733,0.0
40800.0,28.963144849484724,18.3318549053244,0.0
41400.0,28.9475625352484,18.5015454170724,0.0
42000.0,28.934614284294575,18.5541988040219,0.0
42600.0,28.908726675432774,18.7683282453655,0.0
43200.0,28.906803035134622,18.6034987728934,0.0
43800.0,28.8893107490914,18.6799661513211,0.0
44400.0,28.660849966855725,18.8838841984608,0.0
45000.0,28.7922225959992,18.8787870029821,0.0
45600.0,28.811640664691474,18.9452640294117,0.0
46200.0,28.811640664691474,19.13676214954,0.0
46800.0,28.803702463519777,19.1642941842733,0.0
47400.0,28.811640664691474,19.1642941842733,0.0
48000.0,28.803045394892226,19.4556051404014,0.0
48600.0,28.7875631795173,19.7251840581342,0.0
49200.0,28.785750401459076,19.9140693460361,0.0
49800.0,28.779280105376674,20.1076645332442,0.0
50400.0,28.7844563422426,20.2096651203057,0.0
51000.0,28.775868078041125,20.1331637353847,0.0
51600.0,28.7728061984708,20.2861683944762,0.0
52200.0,28.7728061984708,20.4341476495747,0.0
52800.0,28.7728061984708,20.7197228438522,0.0
53400.0,28.754073107702453,20.5562951945992,0.0
54000.0,28.75339174782595,20.413679519176,0.0
54600.0,28.74760186239118,20.413679519176,0.0
55200.0,28.746920502514676,20.4391806105662,0.0
55800.0,28.733602635896577,20.5802981110396,0.0
56400.0,28.7275019627408,20.7397866748319,0.0
57000.0,28.7339727299048,20.770732583631,0.0
57600.0,28.7262937629057,20.6942179739628,0.0
58200.0,28.705529723703577,20.6942179739628,0.0
58800.0,28.70161360508465,20.5979814874963,0.0
59400.0,28.6958337536771,20.6326662212963,0.0
60000.0,28.69514330900225,20.8088198559993,0.0
60600.0,28.681180343208002,20.9036299590016,0.0
61200.0,28.669255907837325,20.9547152687653,0.0
61800.0,28.669937267713827,21.2339388058155,0.0
62400.0,28.649837846369,21.3859742798512,0.0
63000.0,28.649837846369,21.4849558460176,0.0
63600.0,28.638013135243625,21.5039163552184,0.0
64200.0,28.630421212368077,21.3829136954644,0.0
64800.0,28.630421212368077,21.5730534451149,2040.0
65400.0,29.82604187577695,22.0046090683914,1980.0
66000.0,30.439955561831926,21.7927977363334,2040.0
66600.0,30.745096661199074,22.0502136650033,2040.0
67200.0,30.932620438444125,22.3779493538329,1980.0
67800.0,31.1344975202503,22.1610578295428,1980.0
68400.0,31.296955546161303,21.9190090572936,2040.0
69000.0,31.4505107308113,22.4368108150384,1980.0
69600.0,31.5908559661297,22.4973744901529,1980.0
70200.0,31.690871784784825,22.0115369467532,1980.0
70800.0,31.82355489446043,21.4754302494263,1980.0
71400.0,31.9287338813944,20.9071023998058,1920.0
72000.0,32.02418253657613,20.2999259102196,1980.0
72600.0,32.128265185771376,19.7194804135271,1920.0
73200.0,32.17148571641243,19.2676077998217,1920.0
73800.0,32.28588972224288,18.8944205435995,1920.0
74400.0,32.37232254670895,18.5817497312514,1980.0
75000.0,32.45417692938075,18.2339350974452,1920.0
75600.0,32.55132414664105,17.9306689697125,1920.0
76200.0,32.6005315524277,17.6273631677378,1920.0
76800.0,32.70139251056233,17.354795457104,1920.0
77400.0,32.781398387771276,17.0869319780275,1920.0
78000.0,32.81155233773808,16.7943042149131,1980.0
78600.0,32.9171385098135,16.6200096018376,1980.0
79200.0,33.015035261769754,16.5588432560939,1980.0
79800.0,33.060901143285676,16.6669347839349,1980.0
80400.0,33.130992197109705,16.7943042149131,1980.0
81000.0,33.21994437019502,16.8827966671813,1980.0
81600.0,33.29454447073472,16.869054265435,1980.0
82200.0,33.33974069114453,16.5398978608901,1980.0
82800.0,33.42101259153323,16.3103219146417,1920.0
83400.0,33.46528044406435,16.1829694869101,1980.0
84000.0,33.54603355036297,16.030152808156,1920.0
84600.0,33.61729609604272,15.8870610418282,1980.0
85200.0,33.695196813154446,15.7500073172905,1980.0
85800.0,33.708677655182626,15.6990750367461,1920.0
86400.0,33.80487428130068,15.6736088964739,1980.0
87000.0,33.84972739940268,15.6990750367461,1980.0
87600.0,33.912382836434304,15.9282788008191,1980.0
88200.0,33.96229285114265,16.0046838340094,1980.0
88800.0,34.017677820862104,16.1829694869101,1920.0
89400.0,34.08412015247642,16.2084394056816,1920.0
90000.0,34.12198103811855,16.1829694869101,1920.0
90600.0,34.1897442278064,16.1116540922,1920.0
91200.0,34.22411281023935,16.1065597305958,1920.0
91800.0,34.28841778839495,16.0810907564492,1980.0
92400.0,34.36919043480545,16.030152808156,1920.0
93000.0,34.39478895259735,15.9785451208719,1980.0
93600.0,34.43479048854344,15.9275996155802,1920.0
94200.0,34.509182899090796,15.9282788008191,1980.0
94800.0,34.558930215107694,15.8990757247957,1980.0
95400.0,34.58894180682937,15.6990750367461,1920.0
96000.0,34.64684129693655,15.595535655868,1980.0
96600.0,34.73243107532802,15.4698863866701,1920.0
97200.0,34.758108581089154,15.4698863866701,1920.0
97800.0,34.7948173412076,15.4698863866701,1980.0
98400.0,34.85305544669135,15.4749117906631,1920.0
99000.0,34.869888337594176,15.4953506376927,1920.0
99600.0,34.937238544051375,15.4926348413618,1980.0
100200.0,34.994383583082424,15.418957884625,1980.0
100800.0,35.02205169058388,15.418957884625,1920.0
101400.0,35.0704427183201,15.3425660761821,1920.0
102000.0,35.1440787906104,15.3425660761821,1980.0
102600.0,35.19360632799392,15.3680293825798,1920.0
103200.0,35.2362991824064,15.3564860673928,1920.0
103800.0,35.28013705783483,15.3171027697843,1980.0
104400.0,35.3053273320753,15.2847578716405,1920.0
105000.0,35.32195840817625,15.205404664416,1920.0
105600.0,35.38119802706685,15.0448260035921,1920.0
106200.0,35.41823133279247,14.9860958452353,1980.0
106800.0,35.50607436906243,14.9606353727119,1980.0
107400.0,35.531237102861226,14.9860958452353,1920.0
108000.0,35.528557203005754,14.9606353727119,1920.0
108600.0,35.5828478217384,14.9860958452353,1980.0
109200.0,35.63881653148708,14.884253955142,1980.0
109800.0,35.682093301967825,14.8068702906478,1920.0
110400.0,35.72277247017007,14.7426990933812,1980.0
111000.0,35.77284424119728,14.6639476121611,1920.0
111600.0,35.834174176734805,14.5023752060364,1920.0
112200.0,35.83118733657495,14.4769185120123,1920.0
112800.0,35.8866526397561,14.3827960958722,1920.0
113400.0,35.9232298257638,14.3065318117788,1920.0
114000.0,35.9650873666052,14.0187254136984,1920.0
114600.0,36.00249980885904,13.9423666671239,1980.0
115200.0,36.067409044692056,13.9932724981736,1980.0
115800.0,36.0840241680611,13.9610324533837,1980.0
116400.0,36.140043403606,14.0187254136984,1980.0
117000.0,36.17791544605858,14.0448669607102,1920.0
117600.0,36.20183493154107,14.1238612105067,1980.0
118200.0,36.272164980502,14.1714495192211,1920.0
118800.0,36.2930198761941,14.120540854297,1980.0
119400.0,36.323129957161775,14.1312585673994,1920.0
120000.0,36.34856903895047,13.9932724981736,1920.0
120600.0,36.38263184860405,13.891461780699,1920.0
121200.0,36.3996850133226,13.8199206206592,1920.0
121800.0,36.44901246234817,13.8941407366622,1860.0
122400.0,36.484103224718126,13.9678195826487,1920.0
123000.0,36.53447414940527,14.0522170863625,1980.0
123600.0,36.57567770393612,14.0750628374097,1920.0
124200.0,36.58729213017815,13.898248909964,1980.0
124800.0,36.62111480643935,13.891461780699,1920.0
125400.0,36.65506653101517,14.0950869941473,1920.0
126000.0,36.713842291294526,14.2732696829437,1920.0
126600.0,36.74607666724458,14.4698848356717,1980.0
127200.0,36.80925508092155,14.5906286682275,1920.0
127800.0,36.822624186765246,14.6805805658283,1920.0
128400.0,36.834929476442625,14.7824158435479,1980.0
129000.0,36.8634907393045,14.9351749001886,1920.0
129600.0,36.89330057294502,14.9351749001886,1920.0
130200.0,36.921180663078324,15.1316389129469,1980.0
130800.0,36.996995335978355,14.9984817657534,1980.0
131400.0,37.06090145023835,14.884253955142,1920.0
132000.0,37.04408387814023,14.8587944272435,1980.0
132600.0,37.11343768506143,15.3167636494773,1980.0
133200.0,37.146892412193054,15.9024716509903,1980.0
133800.0,37.21195184380557,16.3079754666119,1980.0
134400.0,37.25871339034147,16.5251541568444,2040.0
135000.0,37.34111906698707,17.0076193896698,2040.0
135600.0,37.40045991854147,17.3742396142078,2040.0
136200.0,37.45452542311138,17.3903303532336,2040.0
136800.0,37.47671527596653,17.9102820770476,2040.0
137400.0,37.5057100629514,18.3513425151695,1980.0
138000.0,37.548153596399075,18.3995958397507,2040.0
138600.0,37.61500966029558,18.442523369649,1980.0
139200.0,37.619716295916426,18.197404566765,1980.0
139800.0,37.62166956479192,17.6424507152147,1980.0
140400.0,37.6903203590213,17.2850632535766,1980.0
141000.0,37.7137691917113,17.0745385005108,1980.0
141600.0,37.77928691548265,16.8140808799504,1980.0
142200.0,37.81033500007224,16.6669347839349,1980.0
142800.0,37.832917992522496,16.6669347839349,2040.0
143400.0,37.89149944726533,16.6924075365808,2040.0
144000.0,37.915617026370896,16.8807128248489,1980.0
144600.0,37.9658482507741,17.125491562801,1980.0
145200.0,38.04509754524163,17.2783583066702,1980.0
145800.0,38.059547554930326,17.3293151474596,1980.0
146400.0,38.1251445848998,17.5462274534955,2100.0
147000.0,38.19534190617013,17.9955174629684,2100.0
147600.0,38.21182312922855,18.3519773030423,1980.0
148200.0,38.253001696895396,18.2839000821834,2040.0
148800.0,38.270355610301124,18.1002215662382,1980.0
149400.0,38.316350860784645,17.9408633606698,1980.0
150000.0,38.325305954729174,17.8134485877007,1920.0
150600.0,38.359681652495475,17.8110379051838,1980.0
151200.0,38.344521977160724,17.8385907216628,0.0
151800.0,37.267480486661974,17.8898951843826,0.0
152400.0,36.73609606122875,17.8999554386168,0.0
153000.0,36.447457827189226,17.9918296477074,0.0
153600.0,36.2464177783489,17.9408633606698,0.0
154200.0,36.09683384048972,17.8389307865947,0.0
154800.0,35.95720942464753,17.7879644995571,0.0
155400.0,35.84201684446225,17.7234107292422,0.0
156000.0,35.71368660768643,17.672108155772,0.0
156600.0,35.625173846368,17.3398477140991,0.0
157200.0,35.533997265667125,17.0745385005108,0.0
157800.0,35.45228432014405,17.0490619693657,0.0
158400.0,35.35674923143378,16.7698497678132,0.0
159000.0,35.28076531571408,16.4966661618027,0.0
159600.0,35.19608096258372,16.3459815012464,0.0
160200.0,35.13046797696487,16.0556217823026,0.0
160800.0,35.063806605569,15.9792158044875,0.0
161400.0,34.97907648023115,15.9024716509903,0.0
162000.0,34.92242742100578,15.7245411770183,0.0
162600.0,34.861069296856925,15.6226766159296,0.0
163200.0,34.80443310767392,15.5629187057786,0.0
163800.0,34.74194074065873,15.4814306464819,0.0
164400.0,34.676759103138096,15.3934936336024,0.0
165000.0,34.6287814217982,15.3680293825798,0.0
165600.0,34.58270126010515,15.3680293825798,0.0
166200.0,34.522398613461675,15.3425660761821,0.0
166800.0,34.4486291266557,15.3425660761821,0.0
167400.0,34.395382594983204,15.2661761569888,0.0
168000.0,34.353977636145,15.2332446468375,0.0
168600.0,34.28516927337405,15.1897881270452,0.0
169200.0,34.24005267942795,15.1388643481241,0.0
169800.0,34.200895705795574,15.0115563177586,0.0
170400.0,34.14561894161476,14.9860958452353,0.0
171000.0,34.09069218111005,14.9351749001886,0.0
171600.0,34.05827830439105,14.8333348993449,0.0
172200.0,33.99993852922227,14.8078753714464,0.0
172800.0,33.95456228262897,14.7985859310578,0.0
173400.0,33.90093355534825,14.6737915473137,0.0
174000.0,33.86121618906308,14.5410708167827,0.0
174600.0,33.81195803052905,14.5023752060364,0.0
175200.0,33.767274141909574,14.4260051239642,0.0
175800.0,33.72328577521552,14.2019949071005,0.0
176400.0,33.66936071391077,14.1405650110346,0.0
177000.0,33.631083139827524,13.9722914365027,0.0
177600.0,33.591578957931304,13.891461780699,0.0
178200.0,33.54344499168917,13.8473440235392,0.0
178800.0,33.49937107069893,13.7387499552988,0.0
179400.0,33.45357083366345,13.7896529524741,0.0
180000.0,33.41010436681087,13.7387499552988,0.0
180600.0,33.38417752042897,13.5488756452202,0.0
181200.0,33.3258482652874,13.331555261266,0.0
181800.0,33.28929814757568,13.2043171331365,0.0
182400.0,33.24807798633955,13.2297643809125,0.0
183000.0,33.20159005136685,13.2552116286885,0.0
183600.0,33.16382801010782,13.2806588764644,0.0
184200.0,33.1175033535032,13.4079007830932,0.0
184800.0,33.073103127613926,13.4587981125196,0.0
185400.0,33.03551351698363,13.5714550120708,0.0
186000.0,33.00181843960465,13.6878479027484,0.0
186600.0,32.96146546144235,13.662397821098,0.0
187200.0,32.91686888558547,13.7015780243722,0.0
187800.0,32.876733453823576,13.6878479027484,0.0
188400.0,32.842963221058326,13.66782752451,0.0
189000.0,32.79687185254422,13.6654517931111,0.0
189600.0,32.76386612019572,13.6017859701182,0.0
190200.0,32.72965404304803,13.5531311799925,0.0
190800.0,32.684292626999024,13.5582208184726,0.0
191400.0,32.655782578532495,13.5351464682212,0.0
192000.0,32.61154838029487,13.5605965498716,0.0
192600.0,32.584188925546876,13.6114967131724,0.0
193200.0,32.54174165439247,13.586046631522,0.0
193800.0,32.50658071412143,13.6369467948228,0.0
194400.0,32.45401635114,13.6369467948228,0.0
195000.0,32.4398883684469,13.6712206168301,0.0
195600.0,32.39772903171013,13.662397821098,0.0
196200.0,32.36032401123082,13.662397821098,0.0
196800.0,32.322395873850375,13.6369467948228,0.0
197400.0,32.28590172236113,13.6369467948228,0.0
198000.0,32.25455796156385,13.662397821098,0.0
198600.0,32.21685249465655,13.662397821098,0.0
199200.0,32.17899740273808,13.662397821098,0.0
199800.0,32.15299813019143,13.57600054666,0.0
200400.0,32.10842310996127,13.6878479027484,0.0
201000.0,32.0934983549817,13.8083177941091,0.0
201600.0,32.056328937711875,13.9179188323976,0.0
202200.0,32.00986723371633,14.0723479857037,0.0
202800.0,31.98982499225175,14.298725432343,0.0
203400.0,31.953037916915,14.4404531604441,0.0
204000.0,31.91977193639375,14.6112403815974,0.0
204600.0,31.9003352227256,14.7970121861232,0.0
205200.0,31.8744219983114,15.061799966816,0.0
205800.0,31.8512400952553,15.4772572940681,0.0
206400.0,31.81612000091355,15.9177519019285,0.0
207000.0,31.79019295209655,16.3847243432332,0.0
207600.0,31.759307565892797,16.6801803130309,0.0
208200.0,31.738384152863873,16.482426887406,0.0
208800.0,31.7124750268989,16.2318991628558,0.0
209400.0,31.6882907831612,15.8804411111547,0.0
210000.0,31.67035774204155,15.942352765874,0.0
210600.0,31.650633504643825,16.1065597305958,0.0
211200.0,31.62178374632245,16.3126995352903,0.0
211800.0,31.594338544225472,16.3612636414342,0.0
212400.0,31.582920853578575,16.4376781208726,0.0
213000.0,31.55053399338065,16.5140944895605,0.0
213600.0,31.5375756976263,16.7101721507712,0.0
214200.0,31.51959341423055,16.8707300298492,0.0
214800.0,31.501908992620525,17.0879465050742,0.0
215400.0,31.479279916733226,17.3476616505334,0.0
216000.0,31.466321620978903,17.6280338513535,0.0
216600.0,31.446890392815824,17.8298775024088,0.0
217200.0,31.433939289531075,18.2973061974971,0.0
217800.0,31.414509059444974,18.5780109062505,0.0
218400.0,31.395757053235876,18.8074130415338,0.0
219000.0,31.377943136861774,18.9898729914731,0.0
219600.0,31.369166772822524,19.1394807797453,0.0
220200.0,31.349736500848575,19.304172336995,0.0
220800.0,31.345244588107676,19.4447268410812,0.0
221400.0,31.31735155333095,19.6180976110918,0.0
222000.0,31.314758329382926,19.799295542284,0.0
222600.0,31.301199938760803,20.3099937214522,0.0
223200.0,31.296299595111947,20.7962374535205,0.0
223800.0,31.272013837044348,21.0421195132515,0.0
224400.0,31.2610445434875,21.2689711615458,0.0
225000.0,31.242039302096476,21.5047608497992,0.0
225600.0,31.233149012002777,21.81023173184,0.0
226200.0,31.22019572319865,21.9431593352045,0.0
226800.0,31.21371969641455,22.0972673160749,0.0
227400.0,31.188502939167925,22.2248483430107,0.0
228000.0,31.181333561718297,22.3594819387833,0.0
228600.0,31.168379794872347,22.5055398270168,0.0
229200.0,31.148947385436223,22.6942475254542,0.0
229800.0,31.142472786977397,22.8628177121767,0.0
230400.0,31.117181292367025,23.0669945865145,0.0
231000.0,31.101977103600973,23.1946115091931,0.0
231600.0,31.08487443585965,23.3477578620062,0.0
232200.0,31.071230459951227,23.4791306129322,0.0
232800.0,31.054443281929625,23.526437423453,0.0
233400.0,31.05180210085425,23.5519649643379,0.0
234000.0,31.032370641596124,23.5791701588867,0.0
234600.0,31.027878874117274,23.6557754525368,0.0
235200.0,31.018136265419848,23.8603131735523,0.0
235800.0,30.99765810962375,24.1333418610938,0.0
236400.0,30.980558538946973,24.703213227655,0.0
237000.0,30.962519382314674,25.3828972284625,0.0
237600.0,30.949925871772628,25.553513472525,0.0
238200.0,30.93781236027765,25.9267895234793,0.0
238800.0,30.922185796427403,26.1887207587445,0.0
239400.0,30.902841819125126,26.6226247193004,0.0
240000.0,30.896364126976675,26.6468940199374,0.0
240600.0,30.870459032222502,25.9919969741633,0.0
241200.0,30.86398082022115,25.7990668028219,0.0
241800.0,30.849822872986323,25.569179130386,0.0
242400.0,30.82512701260225,24.9793799588178,0.0
243000.0,30.818649320453826,23.9498636056085,0.0
243600.0,30.8112217173908,23.0731195337872,0.0
244200.0,30.79922239569325,22.4213983166267,0.0
244800.0,30.766843186638603,21.9952081622751,0.0
245400.0,30.751075324161953,21.5685381385197,0.0
246000.0,30.734458692915474,21.2084301574268,0.0
246600.0,30.72151045819805,20.8764965559384,0.0
247200.0,30.70605226053385,20.5020888444609,0.0
247800.0,30.6891259644749,20.1270444558609,0.0
248400.0,30.663222304109926,19.739463006773,0.0
249000.0,30.64673167413057,19.3879586684562,0.0
249600.0,30.6199389081926,19.0301234546579,0.0
250200.0,30.5996569901935,18.7564335297489,0.0
250800.0,30.57903959372765,18.4760575504296,0.0
251400.0,30.5660887375096,18.2011433917659,0.0
252000.0,30.540185561816074,17.9918296477074,0.0
252600.0,30.520759593441223,17.7879644995571,0.0
253200.0,30.501331960215275,17.6350750846926,0.0
253800.0,30.479666670651923,17.5076716472212,0.0
254400.0,30.456002579304624,17.3466414557378,0.0
255000.0,30.436578087091725,17.1146208204793,0.0
255600.0,30.411363455422602,16.9561071094917,0.0
256200.0,30.389371712389526,16.8670422145882,0.0
256800.0,30.3659784527839,16.71856230834,0.0
257400.0,30.3459202884441,16.5887935303426,0.0
258000.0,30.326493611565525,16.4631508735184,0.0
258600.0,30.298264952021427,16.335792778038,0.0
259200.0,30.281171905848897,16.233909324453,0.0
259800.0,30.252308212479523,16.1065597305958,0.0
260400.0,30.235020886791325,15.9587731789588,0.0
261000.0,30.20994413167687,15.8362562856332,0.0
261600.0,30.19051841118405,15.7500073172905,0.0
262200.0,30.177568469881173,15.6166451865131,0.0
262800.0,30.155674765507776,15.4842938042832,0.0
263400.0,30.1395709884931,15.4698863866701,0.0
264000.0,30.1070448103785,15.3680293825798,0.0
264600.0,30.086921935276948,15.2727139053038,0.0
265200.0,30.06102210732425,15.2112301656237,0.0
265800.0,30.041859056440074,15.087940569203,0.0
266400.0,30.023878583636176,14.9991609509923,0.0
267000.0,29.994204302494975,14.9351749001886,0.0
267600.0,29.970377922273727,14.8715241911927,0.0
268200.0,29.957429935097803,14.790121148129,0.0
268800.0,29.938004221340048,14.5884626435365,0.0
269400.0,29.89268463501732,14.5023752060364,0.0
270000.0,29.88553084134995,14.4330388003048,0.0
270600.0,29.867868916880326,14.4005484299401,0.0
271200.0,29.840887604931652,14.3055135062329,0.0
271800.0,29.8214664184999,14.22235912877,0.0
272400.0,29.797468654303348,14.1969043239956,0.0
273000.0,29.766095946169273,14.1714495192211,0.0
273600.0,29.7502527773606,14.044179273848,0.0
274200.0,29.73730117815275,13.9932724981736,0.0
274800.0,29.710298502425974,13.9577725531619,0.0
275400.0,29.6855127306498,13.891461780699,0.0
276000.0,29.659616250437924,13.7591113430939,0.0
276600.0,29.638898147881378,13.6878479027484,0.0
277200.0,29.605840837403672,13.662397821098,0.0
277800.0,29.594878636226724,13.6114967131724,0.0
278400.0,29.568983105363476,13.5351464682212,0.0
279000.0,29.54097235453182,13.5351464682212,0.0
279600.0,29.523666636425247,13.5351464682212,0.0
280200.0,29.5032948223466,13.4842472495452,0.0
280800.0,29.47835278835455,13.5096963865708,0.0
281400.0,29.458929944190373,13.4798358516791,0.0
282000.0,29.426563168370727,13.4079007830932,0.0
282600.0,29.407142230295825,13.3623613655932,0.0
283200.0,29.387723954208823,13.331555261266,0.0
283800.0,29.36770703592792,13.331555261266,0.0
284400.0,29.334158112999702,13.331555261266,0.0
285000.0,29.316518400990425,13.4079007830932,0.0
285600.0,29.30166936371765,13.4587981125196,0.0
286200.0,29.277676053509722,13.586046631522,0.0
286800.0,29.2712038519039,13.7041370129845,0.0
287400.0,29.282443571260348,13.9192583103792,0.0
288000.0,29.290876229028623,14.1680554822762,0.0
288600.0,29.300837642038577,14.4938896413617,0.0
289200.0,29.280569175913875,14.8145755952289,0.0
289800.0,29.271803432232602,15.1863931454754,0.0
290400.0,29.251780543656874,15.6300579142005,0.0
291000.0,29.243558086330452,15.974053429897,0.0
291600.0,29.220175721054602,16.167888551807,0.0
292200.0,29.208345849523024,16.3770162047778,0.0
292800.0,29.189989070910975,16.6039396445577,0.0
293400.0,29.166553856758874,16.9104722848858,0.0
294000.0,29.147698844564573,17.126509868347,0.0
294600.0,29.135268120222626,17.2274014658807,0.0
295200.0,29.129089371583248,17.4657643121184,0.0
295800.0,29.114901636691823,17.6442492808543,0.0
296400.0,29.099159234259297,17.9274515776072,0.0
297000.0,29.077627172726473,18.2694454333298,0.0
297600.0,29.07054316902265,18.6082559034402,0.0
298200.0,29.057508373252574,18.9321469692901,0.0
298800.0,29.0575944397633,19.1034509002148,0.0
299400.0,29.042750026671275,19.40665468271,0.0
300000.0,29.031705833169998,19.7251840581342,0.0
300600.0,29.025231967466002,19.9291682290106,0.0
301200.0,29.0122899480305,20.1331637353847,0.0
301800.0,29.018761193341774,20.4415610650892,0.0
302400.0,29.0058233537623,20.737844526221,0.0
303000.0,28.979928862209626,21.0006240345662,0.0
303600.0,28.954042202682153,21.2594474542042,0.0
304200.0,28.928155501914425,21.3574031578262,0.0
304800.0,28.90873957527092,21.4594434191297,0.0
305400.0,28.88932412666925,21.6400367904431,0.0
306000.0,28.876379964882876,21.8699868081165,0.0
306600.0,28.876379964882876,22.0972673160749,0.0
307200.0,28.85696094696175,22.2248483430107,0.0
307800.0,28.849454557901797,22.368212161284,0.0
308400.0,28.8310706763087,22.3524312591961,0.0
309000.0,28.82899896869755,22.5394518577216,0.0
309600.0,28.8181264733204,22.6841740464727,0.0
310200.0,28.8116557061564,22.7926358672395,0.0
310800.0,28.8116557061564,23.1435639844218,0.0
311400.0,28.798710595141152,23.3988091652767,0.0
312000.0,28.786362988348728,23.5519649643379,0.0
312600.0,28.7792961030307,23.8327698033213,0.0
313200.0,28.763624448373676,23.9604150647442,0.0
313800.0,28.759878512643976,24.0396936466087,0.0
314400.0,28.750013163223677,24.2671271837864,0.0
315000.0,28.74105970174215,24.4025127009083,0.0
315600.0,28.739781943471325,24.5987207203429,0.0
316200.0,28.73131492078813,24.7008611118763,0.0
316800.0,28.727518909518277,24.8244539328613,0.0
317400.0,28.727518909518277,24.9924611231966,0.0
318000.0,28.727518909518277,25.1605306587695,0.0
318600.0,28.721048142354277,25.2882288191818,0.0
319200.0,28.701630551703825,25.3648492268289,0.0
319800.0,28.701630551703825,25.451006566565,0.0
320400.0,28.694220160865527,25.5892731893596,0.0
321000.0,28.682212961053374,25.678842513912,0.0
321600.0,28.682212961053374,25.8934121504174,0.0
322200.0,28.675742193889374,26.2081309093552,0.0
322800.0,28.669272375848774,26.7865719121993,0.0
323400.0,28.6688466839037,27.4284898130742,0.0
